232445,35.69,-96.16,0.01702
232948,35.71,-96.14,0.01048
233450,35.725,-96.1,0.00586
233952,35.695,-96.05,0.00666
234452,35.725,-96.045,0.00665
234952,35.735,-96.02,0.00716
235454,35.76,-96.01,0.00755
235954,35.765,-95.955,0.00504
000454,35.795,-95.945,0.00631
000956,35.8,-95.92,0.00742
001456,35.805,-95.89,0.00677
001957,35.82,-95.815,0.00841
002457,35.855,-95.805,0.00934
002958,35.86,-95.76,0.00899
003459,35.915,-95.71,0.00703
004002,35.865,-95.685,0.0074
004503,35.885,-95.64,0.00801
005006,35.9,-95.6,0.01012
005507,35.94,-95.58,0.01059
010008,35.94,-95.525,0.01236
010508,35.96,-95.53,0.01028
011011,35.975,-95.475,0.0136
011514,35.98,-95.45,0.01473
012016,36.0,-95.4,0.01552
012517,36.01,-95.385,0.02127
013018,36.025,-95.36,0.01649
013518,36.065,-95.33,0.01174
014019,36.06,-95.29,0.0119
014519,36.075,-95.28,0.0115
015020,36.16,-95.285,0.00622
015523,36.135,-95.23,0.00808
