013622,41.075,-86.055,0.00491
014128,41.095,-86.02,0.00569
014632,41.105,-85.98,0.00799
015133,41.095,-85.9,0.00839
015634,41.1,-85.89,0.01342
020134,41.12,-85.855,0.01281
020635,41.115,-85.815,0.02092
021136,41.14,-85.755,0.01453
021637,41.12,-85.715,0.01922
022137,41.1,-85.7,0.01992
022637,41.11,-85.66,0.01551
023137,41.095,-85.62,0.01355
023637,41.095,-85.58,0.01582
024139,41.1,-85.53,0.01348
024642,41.1,-85.475,0.01053
025142,41.11,-85.435,0.00803
025644,41.11,-85.4,0.0133
030151,41.105,-85.375,0.00968
030652,41.18,-85.315,0.01037
031152,41.12,-85.295,0.00848
031653,41.13,-85.255,0.00884
032153,41.205,-85.215,0.0066
032653,41.155,-85.13,0.00588
033158,41.155,-85.13,0.00588
033658,41.2,-85.06,0.00405
034203,41.17,-84.96000000000001,0.00505
034703,41.19,-84.945,0.00276
035205,41.185,-84.91,0.0029
