210536,38.5925,-97.04574999999998,0.01292
211038,38.68750000000001,-96.96574999999999,0.00976
211539,38.727500000000006,-96.89574999999999,0.0111
212041,38.767500000000005,-96.87574999999998,0.01422
212541,38.807500000000005,-96.82574999999999,0.01391
213048,38.88250000000001,-96.80574999999999,0.01381
213548,38.907500000000006,-96.74074999999999,0.01395
214050,38.9575,-96.68574999999998,0.0155
214551,39.0225,-96.65574999999998,0.01313
215051,39.0225,-96.65574999999998,0.01313
215551,39.1075,-96.55574999999999,0.01605
220056,39.1075,-96.55574999999999,0.01605
220557,39.167500000000004,-96.44074999999998,0.02149
221057,39.167500000000004,-96.44074999999998,0.02149
221557,39.267500000000005,-96.31074999999998,0.00393
222057,39.3875,-96.33074999999998,0.00455
222558,39.3975,-96.21574999999999,0.00391
223100,39.432500000000005,-96.17074999999998,0.00362
223603,39.4825,-96.13074999999999,0.00461
224104,39.5525,-96.08574999999999,0.00513
224604,39.6075,-96.05075,0.0041
