024535,35.50185,-97.7813,0.00904
025036,35.45185,-97.7913,0.00725
025536,35.44185,-97.8063,0.00593
030037,35.37185,-97.7563,0.00644
030539,35.31685,-97.7163,0.00743
031039,35.32685,-97.7463,0.00586
031540,35.29685,-97.7263,0.00759
032043,35.23685,-97.6563,0.00726
032543,35.25685,-97.6913,0.00983
033045,35.22685,-97.6663,0.0094
033546,35.16185,-97.6163,0.01001
034046,35.15685,-97.6113,0.00895
034547,35.08685,-97.5613,0.00946
035048,35.07185,-97.5463,0.00996
035550,35.05685,-97.5413,0.01069
040050,35.03185,-97.4963,0.00975
040553,35.00185,-97.4713,0.01029
041055,35.00685,-97.4663,0.00942
041555,34.95185,-97.4513,0.00974
042056,34.98185,-97.4263,0.01
