ID,time_YYYYMMDDHH,lat,lon,mlcape,sbcape,mucape,mlcin,sbcin,mucin,mllcl,sblcl,shr01u,shr01v,shr03u,shr03v,shr06u,shr06v,srh01,srh03,scp
20051023-storm1,2005102401,28.281,-80.721,1837.0625,2050.5,2314.25,-0.565,-4.968,-1.75,480.875,197.75,-12.492,13.092,-2.76,18.854,11.693,32.023,109.094,151.599,6.747
20051023-storm1,2005102402,28.526,-80.626,2216.8125,2919.5,3002.25,-1.259,-4.686,-4.138,654.75,414.875,-2.829,10.23,1.097,10.078,21.313,32.176,68.165,71.917,4.691
20051023-storm1,2005102403,28.706,-80.601,2306.75,2922.875,2922.875,-2.343,-0.6,-0.585,558.0,362.3125,-4.468,17.497,1.051,13.47,20.244,36.311,142.72,132.966,9.203
20051023-storm1,2005102404,28.706,-80.601,1138.375,2795.375,2795.375,-0.458,-0.001,0.013,629.875,354.375,1.354,19.712,5.741,15.239,20.754,42.996,153.221,143.164,9.008
20051204-storm1,2005120420,33.343,-85.343,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20051204-storm1,2005120421,33.378,-84.998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20051204-storm1,2005120422,33.488,-84.438,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20051204-storm1,2005120423,33.528,-84.253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20051205-storm1,2005120516,30.015,-85.029,330.53125,401.25,472.375,-55.782,-46.824,-31.933,716.0,288.5,15.954,22.51,27.221,13.355,40.18,9.313,245.609,246.629,1.37
20051205-storm1,2005120517,30.015,-85.029,297.28125,411.375,470.875,-54.047,-59.279,-38.7,898.5,220.5,21.654,20.456,24.91,10.006,40.522,8.362,258.213,253.075,0.888
20051205-storm1,2005120518,30.18,-84.554,310.5625,548.25,581.5,-10.038,-10.056,-6.949,657.5,148.5,21.503,15.187,25.541,6.492,35.903,11.162,190.127,197.34,1.694
20051205-storm1,2005120519,30.35,-84.064,291.5,337.8125,851.8125,-12.511,-37.856,-4.328,758.25,223.875,22.572,11.546,31.268,4.571,41.427,7.926,197.626,223.297,3.062
20051205-storm1,2005120520,30.49,-83.869,193.5,202.4375,336.9375,-3.182,-10.353,-0.613,509.125,152.125,17.594,12.216,28.377,7.957,39.738,12.951,167.907,191.0,0.807
20060102-storm1,2006010218,37.37,-86.405,1677.625,2144.9375,2144.9375,-3.238,0.031,0.004,954.75,918.75,12.705,16.83,22.265,18.528,34.269,26.442,142.854,168.404,6.996
20060102-storm1,2006010219,37.49,-86.24,1575.125,1741.9375,2055.4375,-5.478,-12.993,-4.85,930.75,757.125,7.174,23.574,21.962,26.657,30.06,25.554,155.493,196.733,5.593
20060102-storm1,2006010220,37.79,-85.88,1458.6875,1683.25,2011.25,-9.706,-25.838,-13.584,1077.125,759.875,10.521,11.705,24.469,19.689,31.094,14.818,83.533,145.879,3.449
20060102-storm1,2006010221,37.82,-85.855,823.1875,10.3125,1147.125,-36.755,-242.229,-3.008,590.0,205.75,14.366,21.773,17.506,32.303,14.983,29.1,122.268,156.621,-0.0
20060102-storm2,2006010221,33.51,-84.92,1329.0,2350.1875,2350.1875,-33.036,0.021,-0.008,1106.5,597.375,18.75,15.275,46.187,10.038,53.754,28.119,176.424,224.527,9.244
20060102-storm2,2006010222,33.52,-84.6,1372.625,1704.1875,2088.625,-29.037,-27.92,-1.805,806.125,344.5,24.244,15.367,47.734,8.457,57.373,19.083,206.56,277.027,8.839
20060102-storm2,2006010223,33.505,-84.275,1101.0625,688.625,1589.875,-63.865,-165.66,-46.999,866.0,194.5,29.496,8.04,45.968,5.83,57.719,11.806,222.133,276.277,7.406
20060102-storm3,2006010221,33.085,-84.79,1717.3125,2094.8125,2094.8125,-36.474,-13.604,-13.602,676.125,398.125,23.785,12.824,53.931,10.969,62.294,34.686,176.049,241.449,8.311
20060102-storm3,2006010222,33.14,-84.51,1503.6875,2025.0625,2089.375,-18.069,-3.545,-1.242,798.75,422.0,22.482,14.414,47.656,6.879,61.074,16.825,204.966,278.371,8.649
20060102-storm3,2006010223,33.16,-84.015,1173.375,1064.125,1775.25,-44.677,-108.785,-28.53,916.875,226.125,28.97,9.468,47.458,5.28,61.12,8.796,250.039,318.636,9.217
20060102-storm3,2006010300,33.14,-83.915,1225.125,822.625,1453.4375,-41.596,-128.297,-45.118,834.875,185.75,27.0,12.256,46.016,7.051,61.891,11.071,375.016,432.369,10.801
20060102-storm4,2006010221,33.04,-85.32,1804.375,2340.8125,2340.8125,-11.349,0.021,-0.008,1071.25,1069.375,12.782,14.435,44.531,10.618,54.395,23.338,156.283,211.887,7.955
20060102-storm4,2006010222,33.055,-84.975,1484.9375,1814.25,1889.6875,-8.444,-8.545,-4.274,1035.875,818.625,16.637,12.627,42.757,5.094,58.951,11.11,161.028,244.386,6.134
20060102-storm4,2006010223,33.06,-84.445,1268.75,1291.375,2327.625,-37.584,-102.972,-15.592,1037.25,305.375,27.894,9.341,43.712,4.127,57.374,5.111,214.164,275.714,10.929
20060111-storm1,2006011121,36.8,-77.7,0.0,680.75,680.75,nan,-4.991,-4.988,1514.875,721.5,15.745,24.799,27.739,14.252,32.077,14.837,206.731,240.77,0.307
20060111-storm1,2006011122,36.86,-77.475,0.0,285.8125,285.8125,nan,-20.32,-20.32,1603.5,367.5,17.906,24.854,32.903,20.377,35.615,24.001,221.591,282.504,0.203
20060111-storm1,2006011123,37.15,-76.96,0.0,209.875,209.875,nan,-28.226,-28.226,1731.625,233.25,17.548,28.954,37.227,20.457,42.588,23.325,308.159,391.766,0.0
20060111-storm1,2006011200,37.205,-76.85,0.0,313.875,313.875,nan,-42.525,-42.525,1975.5,179.875,24.314,28.107,40.848,12.872,47.453,21.897,372.892,438.723,-0.0
20060204-storm1,2006020415,33.84,-81.445,342.4375,589.25,589.25,-29.321,-15.05,-15.066,769.375,270.3125,14.394,25.068,12.391,19.401,60.276,54.571,165.412,127.686,1.516
20060204-storm1,2006020416,33.84,-81.445,145.625,238.625,238.625,-22.196,-13.727,-13.746,780.25,444.6875,19.609,15.494,14.139,23.589,55.74,59.192,68.407,108.308,0.358
20060204-storm1,2006020417,34.37,-81.005,382.0625,690.375,690.375,-0.155,-0.009,0.001,604.25,469.1875,24.542,17.538,22.08,30.458,51.95,59.411,76.208,122.374,1.254
20060204-storm1,2006020418,34.465,-80.925,49.875,9.9375,267.1875,-16.623,-74.578,-3.268,645.75,466.375,21.024,18.676,9.251,40.748,55.714,74.507,29.221,123.176,0.144
20060216-storm1,2006021619,38.465,-91.495,458.625,171.5,626.3125,-10.578,-20.906,-6.025,991.625,1265.875,15.789,18.532,38.122,20.783,70.042,25.949,203.979,279.129,2.747
20060216-storm1,2006021620,38.495,-91.34,43.40625,73.875,208.375,-42.043,-6.195,-0.192,1057.5,1364.875,12.706,15.677,39.234,22.774,60.428,27.107,162.763,241.121,0.174
20060216-storm1,2006021621,38.745,-90.465,70.84375,70.375,372.5625,-43.431,-44.999,-0.2,817.375,788.25,17.441,19.163,37.103,26.498,56.978,29.679,214.861,259.832,0.333
20060216-storm1,2006021622,38.835,-90.0,0.0,0.0,250.75,nan,nan,-0.032,790.0,342.375,16.707,23.508,35.871,21.143,54.654,34.665,250.841,284.214,0.061
20060312-storm1,2006031213,38.505,-96.91,0.0,0.0,841.25,nan,nan,-6.372,1240.5,304.3125,-5.314,35.482,41.182,37.811,73.825,45.0,711.887,922.987,0.991
20060312-storm1,2006031214,38.765,-96.66,0.0,0.0,1401.625,nan,nan,-0.131,1072.625,234.8125,4.129,39.685,42.669,41.928,70.992,48.117,702.767,874.434,4.167
20060312-storm1,2006031215,39.255,-96.04,0.0,0.0,1034.125,nan,nan,-6.002,637.75,283.875,-3.452,41.246,37.254,46.487,62.628,47.244,757.814,958.802,3.166
20060312-storm1,2006031216,39.415,-95.92,0.0,0.0,868.75,nan,nan,-43.055,715.5,224.0,15.363,40.473,48.605,45.117,74.264,44.037,592.778,774.661,3.119
20060312-storm2,2006031300,38.7,-94.82,2065.5,802.0625,2887.25,-41.174,-169.117,-46.961,1140.0,1146.375,8.664,23.155,38.303,26.841,60.282,46.288,258.23,278.861,13.07
20060312-storm2,2006031301,39.335,-94.145,2055.8125,197.4375,2898.6875,-44.596,-303.583,-3.734,614.375,498.25,18.394,35.299,30.844,30.352,66.546,49.534,388.534,403.122,15.482
20060312-storm2,2006031302,39.415,-94.095,1250.75,42.25,1917.1875,-52.134,-322.241,-5.117,885.0,487.25,13.964,43.126,31.31,31.473,67.204,54.706,491.458,504.272,11.984
20060312-storm3,2006031302,39.7,-89.965,1775.1875,1417.1875,2285.625,-11.071,-55.085,-0.18,502.75,241.125,22.64,29.499,43.191,19.036,71.54,28.972,453.286,502.21,20.645
20060312-storm3,2006031303,39.94,-89.325,1972.5,974.625,3131.875,-80.223,-215.103,-1.34,463.75,110.125,24.669,30.9,42.348,17.813,65.99,22.101,542.994,566.224,34.402
20060312-storm3,2006031304,40.235,-88.635,945.125,519.625,1875.625,-183.425,-273.294,-28.708,491.375,142.875,40.643,31.826,51.897,18.929,71.825,18.596,602.825,613.967,7.041
20060312-storm3,2006031305,40.3,-88.52,1541.125,836.75,2397.0,-85.12,-201.511,-23.588,835.125,227.0,45.117,29.978,48.238,20.025,57.242,24.222,607.594,600.958,27.173
20060312-storm4,2006031303,36.85,-94.18,1460.875,1789.5,2245.1875,-36.348,-29.728,-32.887,1244.0,1090.375,13.954,38.672,44.467,25.071,61.314,21.378,477.4,620.599,24.778
20060312-storm4,2006031304,36.92,-93.965,639.9375,1128.25,1128.25,-123.081,-111.231,-111.255,1422.875,969.25,25.465,35.611,53.059,13.634,57.598,17.639,556.137,664.78,13.579
20060312-storm4,2006031305,37.195,-93.055,1447.6875,747.5,2034.4375,-50.152,-168.574,-14.385,945.625,894.625,30.262,41.925,48.06,28.714,54.984,30.101,599.188,631.208,23.467
20060312-storm4,2006031306,37.285,-92.755,872.75,260.3125,1095.0,-115.465,-330.516,-28.029,955.375,753.5,31.979,38.839,44.248,23.828,57.215,22.757,546.74,598.545,4.526
20060312-storm5,2006031307,38.405,-91.44,1740.3125,822.1875,2653.0,-79.737,-205.914,-21.943,947.0,712.375,40.071,29.575,43.044,23.903,41.137,35.271,509.671,515.237,27.24
20060312-storm5,2006031308,38.445,-91.285,1099.46875,590.1875,2115.25,-22.896,-104.406,-0.069,896.125,718.625,40.75,19.286,43.084,21.938,52.796,35.295,359.143,357.769,15.088
20060312-storm5,2006031309,38.745,-90.27,1471.375,524.375,2411.0625,-34.09,-158.641,-8.736,803.75,599.0625,43.665,16.655,44.059,20.204,44.459,32.245,426.147,435.087,20.372
20060312-storm5,2006031310,38.82,-90.06,669.28125,85.0625,1281.1875,-42.204,-170.567,-26.614,872.625,528.0625,37.648,9.72,37.649,15.296,41.441,30.725,267.895,273.177,4.589
20060313-storm1,2006031320,33.68,-89.14,479.5,1363.1875,1363.1875,-1.478,0.011,-0.005,1197.0,975.625,19.32,17.046,27.38,7.861,51.277,14.3,199.549,224.563,5.068
20060313-storm1,2006031321,33.69,-88.955,812.21875,1453.9375,1572.0,-2.143,-0.005,-0.442,1052.75,963.125,20.89,15.037,26.222,8.094,56.687,17.892,201.398,209.063,6.302
20060313-storm1,2006031322,33.825,-88.295,828.3125,980.375,1140.125,-10.871,-15.66,-2.655,1244.25,1127.875,16.372,11.428,23.145,7.425,61.325,11.386,126.037,152.844,3.452
20060313-storm1,2006031323,33.88,-87.57,796.875,770.375,1056.75,-10.881,-68.063,-8.913,1232.125,881.625,14.454,14.548,28.654,8.915,58.09,11.334,128.211,177.572,3.425
20060313-storm1,2006031400,33.88,-87.57,873.78125,1009.125,1090.75,-15.096,-68.161,-27.569,1188.875,709.125,19.881,15.282,33.388,7.847,59.48,12.608,156.798,202.688,4.032
20060402-storm1,2006040301,35.405,-90.025,3252.375,1800.5,4816.875,-6.318,-119.884,-1.151,962.875,953.375,31.008,12.256,49.193,-6.178,72.109,-12.528,353.436,430.695,37.507
20060402-storm1,2006040302,35.475,-89.885,2336.5,1769.875,2630.25,-13.594,-82.284,-15.598,1112.375,993.25,28.939,10.041,40.381,-5.412,64.944,-15.446,363.248,392.684,18.401
20060402-storm1,2006040303,35.505,-89.31,2023.3125,1598.5,2170.0,-21.392,-68.507,-9.734,1101.25,976.375,32.313,14.948,38.419,-2.322,56.148,-10.164,391.008,422.221,16.171
20060402-storm1,2006040304,35.46,-89.195,1471.6875,593.8125,1852.5,-27.567,-211.528,-32.34,958.875,600.125,38.461,9.933,33.432,4.966,49.385,-0.989,368.649,375.032,13.404
20060406-storm1,2006040621,38.68,-96.93,1083.8125,1007.75,1285.5,-35.308,-65.697,-28.822,1672.875,1603.875,0.713,10.496,20.22,22.285,41.141,47.045,85.645,113.607,1.828
20060406-storm1,2006040622,38.835,-96.91,1652.8125,1648.75,2032.75,-7.907,-15.094,-9.622,1600.0,1568.125,-6.179,21.651,18.21,19.177,29.223,57.132,202.714,149.969,6.288
20060406-storm1,2006040623,39.38,-96.685,1441.4375,618.25,2330.875,-22.651,-172.638,-24.65,1253.125,936.0,-11.005,35.453,10.146,27.453,20.198,67.334,330.981,289.255,13.125
20060407-storm1,2006040716,34.8,-90.335,1787.125,2067.875,2067.875,-5.644,0.009,-0.006,730.375,666.5,22.634,4.652,39.309,15.904,59.315,10.497,159.214,241.008,7.306
20060407-storm1,2006040717,35.085,-89.7,2508.9375,2503.25,2922.875,-3.896,-6.722,-1.132,682.125,554.75,23.23,7.415,43.284,18.17,61.283,18.0,209.267,304.848,13.815
20060407-storm1,2006040718,35.23,-89.19,2056.9375,2566.0,2566.0,-21.132,-8.451,-8.464,873.375,696.5,15.943,10.645,40.708,22.593,60.189,22.574,184.617,276.919,11.267
20060407-storm2,2006040800,34.915,-86.96,1567.25,567.875,1842.375,-28.996,-119.881,-5.972,723.25,957.5,1.554,40.334,22.362,33.339,38.453,31.521,271.006,355.269,10.656
20060407-storm2,2006040801,35.08,-86.435,974.125,432.125,1368.625,-63.565,-205.649,-0.036,919.625,812.875,2.274,36.262,29.344,32.231,42.734,36.304,278.47,433.795,10.322
20060407-storm2,2006040802,35.165,-85.89,1044.75,218.25,1561.25,-15.322,-188.687,-19.691,1040.75,736.625,9.497,34.656,37.23,33.073,51.899,32.98,355.691,459.966,11.973
20060414-storm1,2006041502,40.295,-86.76,1167.5,979.625,1853.875,-46.45,-119.661,-46.349,979.5,443.125,23.807,12.985,40.196,-0.513,55.425,-15.13,248.899,308.383,11.537
20060414-storm1,2006041503,39.955,-86.095,843.125,331.875,1030.0,-48.961,-235.306,-41.65,997.5,235.75,26.89,2.953,33.221,-6.599,57.148,-21.147,201.211,236.964,6.01
20060414-storm1,2006041504,39.51,-85.525,357.375,1534.75,1534.75,-147.461,-98.619,-98.619,1652.875,167.0,42.747,17.896,45.399,-2.798,55.263,-15.613,309.71,327.925,7.523
20060414-storm1,2006041505,39.51,-85.525,118.0625,623.75,1477.75,-171.04,-180.367,-47.067,1604.625,270.0,48.938,13.075,53.517,-10.235,62.364,-15.072,487.034,560.624,10.157
20060419-storm1,2006041919,33.495,-85.15,2153.875,1668.625,2584.75,-24.799,-76.913,-21.819,920.0,730.75,11.228,0.934,31.442,-7.71,41.527,-15.499,89.332,182.582,6.22
20060419-storm1,2006041920,33.405,-85.075,1355.5,1689.5,2534.125,-27.712,-60.753,-7.347,1373.5,1003.625,10.492,-7.293,24.423,-11.468,46.31,-17.552,50.55,102.786,2.529
20060419-storm1,2006041921,32.995,-84.86,1169.5,1213.75,2005.75,-62.009,-103.057,-38.988,1365.625,1106.875,9.346,-3.504,29.183,-15.066,42.891,-10.85,44.843,115.56,3.038
20060419-storm1,2006041922,32.8,-84.82,1414.25,1343.125,2647.125,-95.187,-185.246,-57.811,1244.375,598.375,13.19,-8.109,26.669,-24.438,40.065,-14.028,97.396,148.507,6.126
20060420-storm1,2006042021,29.64,-98.39,1487.25,2192.0,2192.0,-0.211,-0.002,-0.001,704.875,559.125,-12.272,10.9,12.963,24.676,48.697,20.429,86.076,256.042,14.055
20060420-storm1,2006042022,29.735,-98.095,1118.625,1324.0,1357.0,-23.015,-19.33,-16.598,720.875,461.625,-15.872,12.152,8.002,21.235,47.27,20.085,70.358,205.438,7.785
20060420-storm1,2006042023,29.845,-97.665,1104.375,1318.125,1334.25,-21.236,-36.292,-0.01,911.0,509.0,-11.622,23.159,13.567,22.504,48.584,24.238,182.952,293.937,10.807
20060420-storm1,2006042100,29.92,-97.39,604.375,957.875,1036.625,-60.763,-19.562,0.0,812.75,350.75,-10.765,30.463,14.989,30.344,46.859,24.191,241.665,401.566,10.946
20060420-storm2,2006042022,33.66,-88.4,2625.75,2842.0,2842.0,-1.062,0.013,-0.004,903.5,1030.375,12.742,5.613,23.373,28.84,45.424,16.616,17.092,103.97,2.714
20060420-storm2,2006042023,33.68,-88.315,2811.625,2937.25,2937.25,-1.642,-0.01,-0.01,916.5,984.125,5.452,7.432,20.18,31.59,39.409,18.762,45.624,156.999,4.831
20060420-storm2,2006042100,33.64,-87.98,2367.375,1538.375,2542.625,-9.419,-88.062,-3.75,835.25,567.75,3.379,4.358,22.987,22.225,46.581,12.031,34.001,158.05,4.806
20060422-storm1,2006042220,30.255,-84.595,752.625,3346.875,3346.875,-24.085,0.009,0.005,1331.875,844.875,25.786,-0.651,30.992,-0.321,34.379,-6.867,110.275,148.993,3.711
20060422-storm1,2006042221,30.245,-84.435,1335.375,3597.5,3597.5,-15.135,-0.024,0.008,1260.25,772.375,19.872,-0.411,30.998,-3.282,30.531,-13.579,93.066,165.576,6.803
20060422-storm1,2006042222,30.2,-84.24,620.625,1681.0,1681.0,-83.8,-74.355,-74.331,1267.375,288.5,26.586,3.919,37.509,-0.889,41.404,-13.039,182.828,263.903,6.136
20060424-storm1,2006042423,36.1,-96.415,1065.125,306.75,1728.75,-212.408,-523.679,-64.046,517.375,413.125,3.854,21.273,31.906,10.084,44.733,-0.261,187.313,321.196,5.621
20060424-storm1,2006042500,36.125,-96.26,1568.125,602.625,2095.5,-115.931,-444.956,-13.624,531.75,383.375,8.057,26.486,32.511,11.687,45.773,2.881,249.35,364.386,11.993
20060424-storm1,2006042501,36.385,-95.74,1330.25,162.75,2239.125,-177.204,-655.575,-15.428,717.625,510.875,5.262,23.592,22.557,3.63,44.965,4.961,197.688,259.711,9.947
20060424-storm1,2006042502,36.415,-95.685,926.875,127.875,2131.75,-147.417,-545.215,-0.14,579.625,410.25,7.725,31.116,23.188,6.646,48.196,12.98,296.86,316.442,10.544
20060426-storm1,2006042617,34.385,-81.645,510.5625,1749.375,1749.375,-13.031,0.0,0.003,1094.125,1018.25,-1.095,8.181,28.346,9.531,46.687,16.771,69.808,230.076,3.045
20060426-storm1,2006042618,34.395,-81.295,528.9375,730.0,730.0,-7.349,-24.411,-24.415,969.0,683.625,-7.8,6.165,23.994,13.729,39.169,23.306,58.162,267.718,2.506
20060426-storm1,2006042619,34.27,-80.845,302.0,539.125,539.125,-24.162,-45.048,-45.047,951.5,431.5,-4.809,4.603,28.097,11.285,42.234,19.528,39.143,257.727,2.308
20060426-storm1,2006042620,34.14,-80.45,641.5625,824.0,1134.375,-48.19,-65.257,-29.962,917.5,526.5,2.972,5.402,26.443,9.023,44.811,19.485,40.465,171.114,2.933
20060426-storm1,2006042621,34.14,-80.45,338.625,144.0,475.875,-28.83,-94.891,-23.18,604.125,238.125,5.697,5.381,27.563,19.859,43.605,25.929,40.626,167.944,1.101
20060501-storm1,2006050205,35.46,-97.055,940.75,177.625,2028.875,-195.161,-515.601,-4.105,1314.0,489.5,8.437,20.108,20.671,6.451,31.697,-7.237,212.165,310.927,6.729
20060501-storm1,2006050206,35.405,-96.885,1298.375,302.625,3052.125,-217.892,-543.293,-1.744,936.375,430.125,16.424,24.701,25.562,8.782,25.935,-7.865,238.2,320.998,6.656
20060501-storm1,2006050207,35.405,-96.77,1286.25,239.25,2874.5,-266.76,-659.414,-10.829,977.25,355.875,16.962,26.244,24.087,6.984,21.912,-9.451,214.211,313.448,8.363
20060502-storm1,2006050221,29.615,-98.315,2637.875,3194.5,3194.5,-8.35,-0.006,0.014,1655.25,1959.875,0.942,-0.977,2.32,-7.91,20.01,-16.057,6.492,28.003,0.592
20060502-storm1,2006050222,29.52,-98.355,2356.25,2357.0,2365.0,-14.188,-15.538,-6.351,1615.625,1607.75,-1.068,6.692,-0.847,-7.06,27.193,-10.359,-3.424,-0.308,0.686
20060502-storm1,2006050223,29.43,-98.47,1942.25,752.25,3021.75,-75.686,-318.311,-0.742,1411.0,951.5,1.089,12.689,8.355,-4.851,31.632,-11.852,52.482,112.782,7.237
20060504-storm1,2006050500,31.685,-101.19,2601.0,2650.75,2652.5,-9.589,-2.484,-4.646,1170.0,1268.0,0.206,13.394,34.861,17.572,44.231,4.815,109.924,293.332,13.383
20060504-storm1,2006050501,31.545,-101.02,2689.125,2858.5,3287.375,-12.422,-36.351,-6.589,1196.125,977.25,-2.977,4.604,32.294,9.434,41.987,8.46,41.473,198.706,12.01
20060504-storm1,2006050502,31.4,-100.78,2600.625,2000.875,2781.75,-24.846,-99.905,-43.913,1100.0,1013.5,0.778,19.123,37.921,22.391,40.95,20.998,141.794,218.35,7.92
20060504-storm1,2006050503,31.315,-100.54,2234.375,1062.125,2403.75,-46.109,-231.048,-6.709,1037.875,754.125,-0.629,3.101,37.877,3.723,42.35,6.004,20.12,187.568,6.472
20060504-storm1,2006050504,31.15,-100.5,780.5,504.0,1023.625,-166.833,-339.999,-47.872,1364.625,630.25,-6.869,-0.396,29.641,-12.74,38.646,-4.834,-26.828,141.463,2.67
20060505-storm1,2006050521,33.265,-102.195,1315.5,2305.875,2305.875,-90.76,-0.004,0.012,873.0,457.25,8.839,16.516,24.928,19.287,58.429,6.095,163.587,242.134,8.089
20060505-storm1,2006050522,33.265,-102.195,1707.0,2756.75,2756.75,-41.376,0.002,0.002,929.0,612.375,5.39,24.131,23.56,23.994,54.648,7.687,224.906,321.969,18.339
20060505-storm1,2006050523,33.28,-101.84,1347.375,2023.375,2169.0,-39.928,-10.252,-0.783,995.375,519.0,3.813,30.451,21.08,26.086,51.159,12.065,237.375,344.705,13.864
20060505-storm1,2006050600,33.21,-101.515,1378.25,1841.25,1841.25,-11.724,-9.359,-9.359,860.375,560.75,-3.749,23.288,15.469,32.003,37.825,13.569,166.995,326.637,12.727
20060505-storm1,2006050601,33.21,-101.515,569.625,1622.375,1622.375,-163.54,-46.149,-46.149,1259.375,305.75,-1.287,13.474,34.886,22.146,40.295,13.038,129.011,349.974,-1.147
20060505-storm2,2006050600,32.68,-100.115,1303.375,2538.75,2538.75,-5.443,-0.015,-0.015,1049.25,800.25,-7.104,9.348,13.937,20.393,47.709,10.389,67.354,221.449,9.49
20060505-storm2,2006050601,32.675,-99.865,985.25,1235.625,1235.625,-50.306,-88.993,-88.993,1249.375,676.375,3.741,8.464,29.172,18.29,58.082,17.285,65.37,186.974,4.201
20060505-storm2,2006050602,32.565,-99.36,1395.75,794.375,1798.375,-25.583,-125.484,-4.797,637.125,549.75,-7.732,17.01,14.257,23.821,55.825,28.924,150.648,255.128,8.554
20060505-storm2,2006050603,32.55,-98.825,948.625,587.625,2085.125,-116.445,-235.982,-2.295,768.0,399.25,-12.653,8.702,3.221,14.862,48.396,20.778,101.043,181.924,9.028
20060505-storm2,2006050604,32.59,-98.74,808.5625,385.25,1351.0,-74.518,-214.567,-0.035,514.875,57.625,-18.536,14.084,1.524,26.932,44.665,23.696,162.768,277.512,7.845
20060509-storm1,2006051003,34.31,-99.81,2421.0,3642.0,3642.0,-116.994,-53.243,-53.208,1278.25,559.625,4.562,3.167,30.027,9.196,53.704,7.831,31.312,203.81,8.379
20060509-storm1,2006051004,34.125,-99.275,1925.875,1978.75,2489.875,-91.734,-128.03,-11.672,992.75,549.375,4.32,6.562,31.964,20.689,46.548,16.397,57.68,249.398,8.873
20060509-storm1,2006051005,33.905,-98.56,1666.75,2180.75,2472.25,-187.096,-176.818,-83.21,1173.5,457.875,2.014,4.643,40.796,31.205,42.624,25.508,59.313,192.248,0.0
20060509-storm1,2006051006,33.905,-98.56,1700.25,2007.5,2902.75,-196.215,-206.129,-45.313,1114.5,396.75,-4.381,-6.017,39.761,17.888,45.998,8.54,-20.643,117.088,0.0
20060510-storm1,2006051021,38.82,-83.66,384.625,314.25,625.5,0.003,-6.426,0.003,505.375,442.125,2.224,15.279,15.049,26.597,21.556,21.361,96.425,172.21,0.909
20060510-storm1,2006051022,39.065,-83.555,154.75,174.5,187.25,-8.422,-21.681,-3.852,770.25,440.875,-1.779,19.17,15.741,25.848,22.56,19.932,109.23,190.444,0.235
20060510-storm1,2006051023,39.4,-83.465,56.375,163.375,163.25,-70.094,-15.063,-15.067,708.25,335.75,3.025,21.352,12.759,20.637,31.02,22.609,123.499,155.907,-0.0
20060510-storm1,2006051100,39.635,-83.455,91.625,190.375,190.25,-46.213,-9.312,-9.324,642.25,291.875,5.2,21.237,11.521,22.191,31.338,25.485,123.798,145.828,0.055
20060514-storm1,2006051419,31.13,-98.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm1,2006051420,31.0,-98.02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm1,2006051421,30.68,-97.775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm1,2006051422,30.68,-97.775,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm2,2006051421,36.1,-79.21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm2,2006051422,36.04,-78.865,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm2,2006051423,35.98,-78.215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
20060514-storm2,2006051500,35.905,-77.88,463.5,441.5,852.5,-44.117,-89.175,-33.723,848.75,183.75,20.54,19.928,29.829,10.106,66.434,24.457,225.901,252.261,4.149
20060515-storm1,2006051518,25.84,-80.41,2618.25,3707.5,3707.5,-9.534,-0.0,-0.011,1152.625,1285.0,8.436,-0.857,15.026,-1.526,34.535,3.241,34.366,57.714,3.354
20060515-storm1,2006051519,25.885,-80.285,1672.625,1759.0,1759.0,-25.012,-23.52,-23.507,1047.125,1006.75,5.197,1.917,13.212,0.299,31.747,5.22,29.826,46.805,1.078
20060515-storm1,2006051520,25.92,-80.095,1534.0,1249.0,2236.5,-71.548,-143.036,-49.167,878.0,208.875,10.102,-1.454,18.949,-0.319,39.794,3.415,20.808,54.353,1.624
20060515-storm1,2006051521,25.945,-79.985,1370.875,1150.0,1988.5,-77.662,-138.885,-15.83,839.375,222.625,4.282,-2.365,13.316,-3.314,34.321,4.744,5.815,33.446,0.473
20060525-storm1,2006052523,38.17,-87.455,1892.25,2325.625,2325.625,-36.26,-42.471,-42.471,1493.875,1274.375,19.032,13.906,35.372,-6.939,42.042,-10.352,218.218,349.056,14.824
20060525-storm1,2006052600,38.23,-87.04,1680.875,333.75,2320.0,-43.027,-286.005,-54.02,1133.5,654.75,20.578,18.142,35.606,0.09,48.846,-5.606,275.634,359.422,13.011
