204901,37.890351,-98.226327,0.00104
205403,37.870351,-98.196327,0.00127
205903,37.855351,-98.236327,0.00297
210404,37.860351,-98.226327,0.00228
210905,37.875351,-98.171327,0.00306
211405,37.875351,-98.111327,0.00528
211905,37.900351,-98.08632700000001,0.00403
212409,37.830351,-98.066327,0.00665
212909,37.835351,-98.061327,0.0094
213409,37.825351000000005,-98.031327,0.01082
213909,37.780351,-97.966327,0.01403
214410,37.780351,-97.921327,0.01453
214910,37.780351,-97.906327,0.01366
215410,37.780351,-97.87132700000001,0.01512
215910,37.755351000000005,-97.831327,0.01232
220410,37.755351000000005,-97.816327,0.0096
220910,37.755351000000005,-97.80632700000001,0.0104
221411,37.745351,-97.76132700000001,0.01041
221914,37.715351,-97.73132700000001,0.01188
222414,37.710351,-97.71132700000001,0.01279
222915,37.670351000000004,-97.686327,0.01152
223415,37.680351,-97.65132700000001,0.01237
223915,37.685351000000004,-97.641327,0.01409
224415,37.630351000000005,-97.596327,0.00932
224915,37.660351000000006,-97.58632700000001,0.01234
225416,37.650351,-97.58632700000001,0.01074
225916,37.600351,-97.521327,0.01408
230416,37.585351,-97.536327,0.02132
230917,37.585351,-97.491327,0.01481
231417,37.590351,-97.46132700000001,0.01315
231918,37.555351,-97.466327,0.01258
232418,37.565351,-97.396327,0.01454
232918,37.540351,-97.396327,0.01893
233419,37.560351000000004,-97.341327,0.01212
233919,37.525351,-97.351327,0.01673
234420,37.525351,-97.29132700000001,0.02109
234921,37.515351,-97.226327,0.01861
235421,37.500351,-97.196327,0.02154
235923,37.495351,-97.191327,0.02244
000426,37.445351,-97.126327,0.02631
000928,37.460351,-97.10632700000001,0.02578
001428,37.450351000000005,-97.076327,0.026
001929,37.445351,-97.066327,0.02833
002430,37.435351000000004,-97.051327,0.0268
002930,37.405351,-97.04132700000001,0.03185
003430,37.380351000000005,-97.001327,0.0259
003934,37.365351000000004,-97.021327,0.02012
004434,37.355351,-96.96132700000001,0.01552
004934,37.365351000000004,-96.911327,0.01538
005434,37.335351,-96.941327,0.01773
005934,37.365351000000004,-96.896327,0.00507
010437,37.350351,-96.891327,0.00502
010937,37.295351000000004,-96.85632700000001,0.00531
