201346,34.315,-78.895,-99900.0
201846,34.215,-78.8,0.0024
202346,34.22,-78.805,0.00702
202846,34.215,-78.815,0.00723
203348,34.18,-78.8,0.00643
203850,34.17,-78.795,0.00766
204350,34.155,-78.775,0.00761
204851,34.125,-78.78,0.00683
205351,34.095,-78.75999999999999,0.00573
205853,34.09,-78.785,0.00743
210353,34.065,-78.75999999999999,0.01045
210853,34.025,-78.765,0.00889
211353,33.995,-78.745,0.00515
211853,33.97,-78.75,0.00742
212357,33.955,-78.77,0.01451
212857,33.925,-78.77,0.0115
213358,33.905,-78.77,0.01042
213858,33.87,-78.78999999999999,0.01556
214358,33.855,-78.78,0.01553
214858,33.81,-78.805,0.01619
215358,33.78,-78.805,0.00928
215858,33.76,-78.805,0.01167
220359,33.735,-78.825,0.00985
220901,33.685,-78.83,0.00951
221401,33.66,-78.83,0.01271
221901,33.635,-78.83500000000001,0.0078
222404,33.62,-78.84,0.0082
222904,33.63,-78.84,0.01026
223404,33.61,-78.845,0.00807
223904,33.545,-78.855,0.00734
224406,33.525,-78.855,0.00636
224909,33.53,-78.83,0.00516
225409,33.46,-78.85,0.0057
225912,33.42,-78.83500000000001,0.00422

