001416,46.68,-101.315,0.00601
001919,46.605,-101.215,0.00809
002420,46.605,-101.215,0.00809
002920,46.6,-101.155,0.00811
003422,46.595,-101.065,0.00606
003923,46.585,-101.025,0.00754
004424,46.54,-100.945,0.00845
004924,46.57,-100.91499999999999,0.00949
005426,46.55,-100.82,0.0089
005926,46.565,-100.74,0.00896
010426,46.545,-100.725,0.00766
010926,46.5,-100.66,0.01423
011428,46.485,-100.6,0.01203
011931,46.475,-100.525,0.01156
012431,46.475,-100.475,0.01209
012932,46.47,-100.365,0.01051
013433,46.46,-100.3,0.00967
013935,46.455,-100.255,0.00818
014438,46.48,-100.205,0.00605
014938,46.465,-100.16,0.00695
015440,46.445,-100.12,0.00418
015940,46.44,-100.045,0.00286
