205906,38.92,-96.57,0.00191
210409,38.955,-96.525,0.00226
210911,38.9,-96.55,0.00668
211411,38.89,-96.53,0.00807
211911,38.89,-96.53,0.00931
212412,38.875,-96.50999999999999,0.00995
212914,38.835,-96.52,0.0113
213414,38.865,-96.50999999999999,0.00896
213916,38.845,-96.5,0.00834
214418,38.86,-96.38499999999999,0.00772
214921,38.85,-96.39,0.01162
215421,38.85,-96.39,0.01162
215922,38.84,-96.39,0.00941
220422,38.825,-96.35,0.00818
220925,38.82,-96.35,0.0112
221425,38.8,-96.33500000000001,0.00885
221926,38.79,-96.36,0.01496
222427,38.78,-96.365,0.01687
222927,38.785,-96.355,0.01194
223427,38.765,-96.325,0.00853
223928,38.754999999999995,-96.32,0.00757
224428,38.754999999999995,-96.285,0.00697
224928,38.76,-96.23,0.00763
225428,38.7,-96.27,0.00774
225931,38.7,-96.25999999999999,0.00551
230434,38.7,-96.255,0.00527
230934,38.685,-96.19,0.00595
231434,38.685,-96.19,0.00595
